DATE,TARGET,epeRes,epeCom,epeInd,expQ,impQ,expBasic,expSemi,expManuf,expAgroDolar,anfaveaProd,anfaveaLic,cagedTransf,cagedConstr,cagedCom,cagedServ,ipa,cambio,poup,m1,m2,ibov,embi,RecRFBIPCA,
Feb-13,167.6314647,10475,7035,14790,79.87,157.56,98.12,85.6,67.53,1785.9816,242072,235109,7919.58,3233.756,9099.34,17710.88,406.67,1.975,506417662,289879582,1735313557,57877,178,108589,
Mar-13,167.6314647,10357,7147,15148,98.04,178.85,120.69,105.21,82.92,3041.233,329103,283912,7943.213,3255.876,9102.894,17777.838,408.54,2.014,514654970,296814266,1769264153,56797,189,113943,
Apr-13,174.7266315,10302,7051,15592,105.89,200.35,145.22,101.31,81.08,4608.0998,352328,333738,7982.849,3291.146,9120.458,17854.57,410.63,2.002,519548894,291405030,1766613638,54768,173,134720,
May-13,174.7266315,10242,6833,15569,112.55,195.52,161.1,102.75,82.28,4784.0778,344556,316233,7996.807,3288.342,9120.564,17881.506,411.86,2.132,527860458,297126431,1793989890,55456,206,124439,
Jun-13,174.7266315,10092,6595,15326,111.72,177.45,143.13,100.39,94.96,3984.3047,323853,318619,8005.045,3290.111,9129.771,17926.64,414.41,2.216,539315239,304884597,1832408036,49602,237,120704,
Jul-13,178.415849,10022,6454,15490,111.71,217.14,148.79,102.11,89.65,3668.0827,316740,342306,8012.771,3294.484,9131.545,17937.962,415.95,2.290,551158753,299176201,1839144541,47160,235,128129,
Aug-13,178.415849,10280,6601,15886,117.01,193.81,161.72,119.5,85.9,4131.8499,343562,329143,8024.113,3307.145,9182.794,18003.136,418.73,2.373,558449217,302384746,1859194409,50062,251,117640,
Sep-13,178.415849,10251,6760,15594,111.33,179.87,153.86,117.19,81.13,3182.7851,322776,309872,8086.932,3337.269,9237.909,18075.206,426.48,2.230,567882037,305905141,1876621044,53635,236,117593,
Oct-13,176.2608999,10545,7071,15787,121.77,222.19,140.57,124.17,111.07,2344.7923,322677,330203,8120.072,3333.285,9291.018,18109.549,430.02,2.203,575369015,302533508,1887947207,54171,220,134674,
Nov-13,176.2608999,10711,7382,15810,111.92,182.7,134.15,108.62,99.94,1774.7367,293155,302939,8085.844,3300.351,9394.543,18155.234,430.41,2.325,584781093,319246934,1924347605,52815,247,156323,
Dec-13,176.2608999,10706,7572,15321,111.01,172.92,129.28,120.48,98.71,1240.4841,231107,353843,7924.883,3215.512,9389.553,18031.784,434.41,2.343,599825987,347945906,1969007339,50791,224,162725,
Jan-14,173.4466823,11798,7745,14537,85.69,195.49,100.86,111.77,68.84,1158.2513,237390,312618,7962.126,3254.857,9312.202,18057.06,437.67,2.426,604824604,317162854,1954785893,49139,272,163155,
Feb-14,173.4466823,11879,8204,15107,87.2,173.82,108.79,96.08,69.53,2165.802,281627,259328,8010.418,3282.474,9333.196,18212.603,440.90,2.333,609877474,320218602,1973256182,47367,245,112197,
Mar-14,173.4466823,11289,7744,15079,95.94,166.11,138.82,87.16,68.59,3901.566,272754,240808,8015.481,3279.066,9306.851,18255.565,443.37,2.263,614875533,314966887,1988151211,47046,228,116068,
Apr-14,173.9656135,10780,7588,15260,108.07,182.25,161.63,94.82,74.27,4945.7609,277091,293240,8009.759,3283.71,9324.066,18329.115,442.75,2.236,616830710,314276654,2001676247,51470,211,135876,
May-14,173.9656135,10877,7304,14943,112.41,191.39,172.12,94.97,75.14,4598.5508,281355,293362,7981.227,3285.759,9323.198,18371.095,439.57,2.239,622339689,308844900,2020684014,53122,208,116483,
Jun-14,173.9656135,10322,6862,14683,110.12,171.28,164.09,100.78,74.99,4251.9196,215943,263564,7953.399,3272.216,9316.289,18404.356,437.28,2.203,628926415,311272360,2044004118,53655,208,120459,
Jul-14,177.276154,10657,6773,14554,126.71,205.27,181.51,123.45,90,3961.797,254348,294768,7938.283,3274.782,9317.208,18417.169,435.79,2.267,636446769,307789297,2051783682,55790,212,125233,
Aug-14,177.276154,10440,6989,15134,112.86,185.01,155.59,110.72,83.36,3291.4657,264637,272492,7933.476,3277.223,9359.212,18488.297,435.40,2.240,640564030,311882824,2070067732,57748,205,124327,
Sep-14,177.276154,10576,7186,14975,110.06,200.14,151.67,118.7,78.58,2599.8638,300931,296294,7958.699,3286.547,9397.267,18548.342,434.97,2.451,645474104,319775631,2092566952,58278,239,118766,
Oct-14,175.8591424,11141,7615,14929,105.61,190.85,137.94,126.11,78.24,1843.8372,293328,306859,7946.538,3250.959,9430.801,18552.709,435.70,2.444,649650206,318642123,2103752825,54342,233,133149,
Nov-14,175.8591424,11382,7974,15256,91.7,176.26,119.13,106.06,68.8,1448.2922,264830,294651,7903.494,3201.565,9536.381,18581.546,439.58,2.560,655806257,331913314,2129053943,53579,238,135938,
Dec-14,175.8591424,11161,7856,14648,106.25,173.64,140.37,116.72,80.84,1601.825,207597,370028,7737.892,3062.872,9519.437,18415.6,440.15,2.656,664847301,356491811,2168345291,50007,259,148660,
Jan-15,170.6400563,12544,8043,13709,87.83,174.25,116.73,117.13,59.04,1444.0366,204716,253803,7765.833,3053.223,9421.858,18405.275,440.33,2.662,663517447,327149785,2146410815,48369,324,156589,
Feb-15,170.6400563,11766,8057,14407,80.07,158.86,105.25,90.91,58.99,1251.4249,205953,185944,7768.003,3026.406,9391.852,18468.945,440.90,2.878,660210261,324456224,2150532536,50131,322,113946,
Mar-15,170.6400563,11083,7876,14516,114.28,182.55,160.32,121.63,80.37,3038.2906,256480,234631,7753.175,3007.298,9394.867,18526.88,444.87,3.208,652549189,321729125,2165005595,50405,322,117293,
Apr-15,169.2001764,10873,7876,14565,105.73,156.89,168.6,84.99,68.62,3234.8759,219623,219351,7700.891,2983.283,9373.84,18518.972,451.72,2.994,650444733,313405301,2160020264,54495,295,133200,
May-15,169.2001764,10540,7336,14250,117.56,150.83,192.92,101.2,72.67,4188.7134,213047,212696,7641.03,2951.024,9354.575,18487.587,454.93,3.179,651079300,312421268,2175450337,55807,294,112435,
Jun-15,169.2001764,10095,7047,14115,137.39,165.15,210.42,118.54,92.72,4319.0931,187608,212524,7579.18,2923.935,9329.105,18449.148,457.39,3.103,648879274,312595466,2182472623,53483,304,118091,
Jul-15,169.7189845,10093,6813,13891,129.42,177.9,197.15,126.56,84.49,3975.4654,223145,227617,7518.805,2898.507,9294.448,18388.83,459.44,3.394,650714091,306143635,2192049416,51559,315,123696,
Aug-15,169.7189845,10297,7050,14230,111.73,140.41,166.65,118.52,72.83,2960.3674,216991,207250,7473.78,2870.981,9281.704,18394.094,461.19,3.647,647539584,304234885,2194277541,47687,340,113247,
Sep-15,169.7189845,10419,7134,13957,118.72,148,166.98,124.61,83.61,2656.9572,176757,200077,7465.453,2840.161,9264.378,18360.121,468.06,3.973,646378452,303100688,2215230386,46314,442,114495,
Oct-15,166.1486149,11131,7602,14064,120.01,157.26,173.77,130.56,81.42,2668.2277,208097,192147,7419.495,2787.973,9259.671,18314.207,478.50,3.859,647197563,305963431,2233449901,47281,410,120392,
Nov-15,166.1486149,11115,7759,13827,103.05,146.04,138.69,115.22,75.22,2038.2639,173874,195176,7344.015,2730.102,9311.651,18290.667,483.24,3.851,649996769,317743944,2250721750,47089,432,112655,
Dec-15,166.1486149,11067,7821,13327,130.36,120.11,162.92,146.53,102.56,2018.3037,141798,227760,7158.098,2620.673,9270.153,18094.563,482.56,3.905,659005512,340656026,2314792171,44682,523,142092,
Jan-16,161.8656297,11821,7756,12538,90.88,122.35,127.99,108.29,59.74,1412.14,152778,155283,7142.03,2618.013,9200.637,18077.502,488.54,4.043,650996716,315444065,2281592717,39390,512,148166,
Feb-16,161.8656297,11352,7719,13368,109.91,123.3,146.9,135.47,76.55,2155.4032,144333,146809,7116.017,2598.462,9145.014,18080.113,490.30,3.980,648289784,313225862,2282081865,41025,502,100885,
Mar-16,161.8656297,11318,7809,13796,131.69,140.94,202.68,125.86,85.95,3869.1894,200352,179219,7092.493,2572.226,9103.001,18067.276,490.25,3.559,647003070,307747242,2282327389,49174,409,109579,
Apr-16,163.7487904,11784,8066,13871,124.4,125.19,201.86,110.92,77.18,4055.0702,171298,162939,7076.782,2555.17,9072.578,18060.989,489.91,3.451,642773092,310654442,2279766492,51851,385,126130,
May-16,163.7487904,10942,7403,13835,135.08,138.68,200.49,131.75,92.13,4048.8838,178895,167489,7056.214,2524.777,9043.538,18027.761,493.39,3.595,640246589,308421256,2293163673,51016,403,106345,
Jun-16,163.7487904,10607,6861,13733,127.14,156.5,182.7,137.85,85.54,3410.1319,186250,171797,7026.395,2494.133,9016.601,17988.058,496.89,3.210,640680041,309494072,2308759810,50184,350,109694,
Jul-16,165.554177,10380,6706,13944,121.35,141.33,160.28,129.05,91.02,2967.0764,191779,181408,7012.467,2464.709,8999.865,17950.6,495.40,3.239,643807200,308041977,2316032533,55022,339,117672,
Aug-16,165.554177,10447,6787,14136,123.68,153.55,163.22,140.74,90.84,2578.7633,181197,183890,7021.044,2440.967,9001.446,17945.688,497.09,3.240,643658871,307450958,2329463991,57988,309,101754,
Sep-16,165.554177,10898,7063,13958,114.53,143.18,146.22,139.41,83.86,1719.6566,172105,159961,7031.639,2411.731,9005.899,17930.344,500.07,3.246,645433350,317175001,2332124632,58424,319,105103,
Oct-16,162.403608,10855,7078,13804,98.95,135.73,127.14,115.91,73.8,1330.4206,177570,159037,7027.528,2376.333,9018.217,17898.027,501.17,3.181,646800713,316877432,2336941131,62327,313,164593,
Nov-16,162.403608,11133,7375,13822,111.81,137.53,122.32,124.65,97.03,1028.8453,219084,178156,6977.255,2322.502,9076.143,17858.373,504.93,3.397,652682548,326416039,2367445062,61619,337,112205,
Dec-16,162.403608,11358,7562,13448,111.35,136.77,125.46,134.82,92.55,1160.3854,201143,204329,6852.227,2235.734,9055.11,17681.977,514.92,3.259,669286299,356165117,2425786944,59126,328,140778,
Jan-17,162.343123,11881,7775,13105,100.59,146.55,136.49,132.56,66.27,1186.449,179376,147219,6870.591,2234.538,8995.88,17671.95,521.36,3.127,662201480,320264200,2370890570,63533,289,147052,
Feb-17,162.343123,11330,7670,13323,103.74,128.28,148,110.03,71.82,2039.1527,201763,135667,6873.356,2220.777,8975.253,17732.396,521.78,3.099,664105901,327533934,2381403852,66444,286,100799,
Mar-17,162.343123,12107,7956,13908,132.49,149.95,199.25,114.78,91.79,4193.8098,236568,189149,6872.454,2210.57,8941.189,17718.852,520.21,3.168,662919497,319121099,2392998067,65028,270,107891,
Apr-17,165.0564788,11110,7684,14007,118.34,122.12,183.35,102.44,79.05,4442.3637,191554,156894,6885.439,2208.861,8946.965,17746.336,514.02,3.198,665181328,321377737,2408224136,64468,263,124492,
May-17,165.0564788,10912,7195,13598,137.26,138.94,213.17,134.91,88.59,4653.4747,253398,195562,6886.431,2204.392,8936.024,17749.998,507.65,3.244,668998341,320363482,2441625062,65117,284,106016,
Jun-17,165.0564788,10753,6937,13919,139.05,144.72,215.85,145.46,87.18,3886.6101,214838,194954,6879.144,2194.149,8933.534,17743.708,502.27,3.308,678744382,327275749,2476389638,62016,289,113171,
Jul-17,168.2689415,10389,6653,14082,135.25,144.49,194.28,127.84,97.34,3295.3518,225831,184815,6893.043,2194.111,8944.517,17749.132,500.21,3.131,684707833,327227635,2471837238,64504,267,115675,
Aug-17,168.2689415,10435,6712,14197,139.31,161.73,205.28,139.98,94.55,3597.9253,266489,216534,6906.121,2193.87,8956.115,17772.988,505.01,3.147,690409721,323777554,2492169887,68804,272,112582,
Sep-17,168.2689415,11066,7118,14146,129.13,157.76,185.65,142.36,88.27,3078.8588,239763,199211,6931.877,2193.418,8972.111,17775.832,510.31,3.168,697406903,328886427,2508420744,74306,246,114230,
Oct-17,166.5495662,11119,7316,14173,127.63,157.24,175.67,146.68,89.59,2410.3988,253906,202857,6965.436,2188.021,9010.522,17790.683,509.50,3.277,698581334,327808404,2496090138,76115,243,125819,
Nov-17,166.5495662,11413,7486,14316,114.56,150.16,151.05,122.23,86.31,2038.2227,254073,204205,6937.184,2163.531,9078.862,17786.295,515.30,3.262,705588126,342301497,2521295283,73357,241,123598,
Dec-17,166.5495662,11389,7628,14073,118.43,141.13,151.51,125.2,92.59,2156.257,219697,212615,6831.745,2108.324,9083.783,17661.928,521.23,3.308,727981354,376582680,2560293067,73611,240,147399,
Jan-18,165.3432156,11849,7636,13597,112.93,158.91,155.91,125.93,78.76,1646.9471,219217,181266,6880.288,2124.337,9036.445,17705.944,526.13,3.162,725734249,341240298,2519135979,80827,229,160386,
Feb-18,165.3432156,11539,7637,13845,114.55,158.94,137.65,108.55,98.57,1842.5474,213498,156905,6894.871,2120.551,9012.59,17782.921,526.18,3.245,727848592,342993519,2534576738,84634,238,111398,
Mar-18,165.3432156,11793,7798,14023,132.11,150.25,197.74,119.65,90.67,4107.3726,267539,207365,6903.79,2128.374,9007.418,17844.747,525.71,3.324,734825268,348700367,2588604399,85197,246,112069,
Apr-18,167.644522,11781,7928,14539,126.55,145.19,197.11,111.3,83.99,4625.5855,266549,217330,6926.373,2143.418,9017.63,17910.167,530.76,3.481,738795110,352401143,2588679856,85032,250,131827,
May-18,167.644522,11229,7473,14048,124.99,140.78,219.04,114.8,66.99,5401.1381,212329,201897,6920.165,2145.847,9006.096,17929.314,544.82,3.737,744039511,351359279,2617177490,82295,307,111482,
Jun-18,167.644522,10918,6961,13525,130.56,153.44,190.54,135.23,88.77,4702.0536,256311,201982,6900.925,2143.937,8984.637,17929.268,554.79,3.856,752524350,352327417,2665400470,72680,332,114567,
Jul-18,171.7355384,10643,6734,14170,144.68,200.27,249.86,115.42,85.81,4594.8126,245935,217509,6907.356,2153.779,8984.835,17940.33,559.95,3.755,759125383,350044108,2665423518,76993,267,125374,
Aug-18,171.7355384,10689,6908,14486,142.07,202.31,210.72,104.35,106.8,4172.6088,291099,248623,6922.417,2165.31,9003.699,18006.971,563.81,4.135,767980281,358805569,2700115557,77800,345,113288,
Sep-18,171.7355384,11007,7030,14419,126.33,150.94,196.11,139.26,77.37,3080.6113,223081,213339,6958.351,2177.557,9031.712,18069.244,578.98,4.004,779246716,364408415,2745597668,77062,293,113790,
Oct-18,169.3065977,11412,7393,14312,141.73,173.55,219.63,139.37,92.23,3289.0314,263186,254732,6965.994,2177.502,9066.206,18096.975,582.40,3.718,779696012,355996999,2736098216,84196,260,125989,
Nov-18,169.3065977,11639,7603,14498,138.4,180.47,196.94,130.1,104.23,3358.8213,244771,230945,6941.418,2162.372,9155.082,18131.226,573.84,3.863,783382482,369086399,2744519065,87440,270,122348,
Dec-18,169.3065977,11519,7696,14001,131.9,135.65,202.8,132.05,87.67,3148.0829,177503,234531,6829.682,2107.599,9173.367,17994.684,568.96,3.875,800889430,402470489,2827657330,87065,276,145247,
Jan-19,167.3039487,12797,8096,13575,122.49,179,169.23,141.47,88.73,2066.9623,199145,199794,6866.102,2122.917,9108.057,18034.331,569.19,3.652,792574332,365787834,2759819612,94496,238,156986,
Feb-19,167.3039487,12603,8198,13575,109.85,140.54,171.11,97.37,75.24,2737.6102,257939,198641,6894.618,2134.913,9115.962,18160.319,574.59,3.739,791418686,369288762,2766243640,96730,239,117478,
Mar-19,167.3039487,12338,8062,13858,119.94,146.43,196.71,108.85,75.59,3766.824,240763,209165,6891.083,2127.259,9087.277,18167.403,579.19,3.897,796364767,370246133,2803485241,96304,253,111396,
Apr-19,170.129121,11554,7805,13676,130.23,150.34,211.49,117.93,83.58,3879.5485,267561,231936,6910.587,2142.538,9100.925,18233.589,588.46,3.945,796502550,368569032,2814043282,95369,252,131383,
May-19,170.129121,11904,7779,14126,137.86,165.85,218.55,140.92,87.43,4138.5082,275747,245440,6903.21,2151.013,9089.699,18238.177,597.05,3.941,798870075,364546273,2834564514,94167,274,113533,
Jun-19,170.129121,10877,7118,13760,120.53,147.41,190.74,121.56,77.03,3550.1256,233150,223198,6892.416,2163.886,9087.559,18260.74,599.32,3.832,804274578,369510306,2858389652,98992,239,119647,
Jul-19,174.0212884,10918,6916,14000,130.75,198.93,210.53,119.38,84.5,4082.8424,266992,243614,6897.772,2182.768,9093.198,18268.337,601.65,3.765,805719122,365411718,2863388897,103463,212,130580,
Aug-19,174.0212884,10988,6955,14119,123.54,178.57,194.88,119.93,80.42,3542.4308,269758,242985,6915.488,2199.661,9118.418,18332.169,592.69,4.139,810065572,369621212,2886706081,100610,248,120110,
Sep-19,174.0212884,11365,7251,13791,138.68,188.73,208.86,119.68,100.72,3259.9017,247455,234848,6955.866,2218.017,9147.356,18396.846,596.13,4.164,821615885,380234469,2930316711,103539,247,114014,
Oct-19,172.0871085,11924,7756,14306,135.86,196,223.47,135.56,82.18,3458.4596,288519,253361,6965.189,2224.754,9192.101,18414.893,599.82,4.004,824232326,374708233,2941569054,107220,240,127838,
Nov-19,172.0871085,12377,8118,14070,122.7,160.73,184.89,128.24,83.46,3115.5134,227455,242310,6940.167,2216.387,9299.511,18458.666,599.76,4.224,829347597,398560925,2981766507,108042,239,124722,
Dec-19,172.0871085,12176,8065,13442,129.55,145.93,216.2,118.03,79.3,2509.7409,170504,262558,6840.134,2166.925,9317.359,18328.503,609.54,4.031,849177209,439257141,3073727066,115964,214,145481,
Jan-20,166.8479057,12907,8042,13476,99.65,190.12,146.79,121.35,65.86,1370.2619,191731,193459,6891.632,2193.986,9259.171,18359.054,610.39,4.270,839337057,396901705,3006919226,113761,225,164354,
Feb-20,166.8479057,12370,8019,13736,106.68,155.91,169.34,100.91,69.57,2275.3718,204203,200997,6923.366,2215.13,9264.326,18483.452,606.12,4.499,838021934,402158078,3017807837,104172,252,112139,
Mar-20,166.8479057,12446,7817,14071,131.63,171.51,220.46,133.78,76.19,4427.7496,189958,163625,6895.239,2202.169,9198.479,18387.064,616.67,5.199,852637621,427583211,3182893578,73020,389,107312,
Apr-20,151.5856193,12308,6393,12173,124.96,141.02,238.52,112.84,56.56,5531.2169,1847,55735,6703.487,2135.227,8968.27,18024.686,613.89,5.427,885468205,462410030,3364774866,80506,422,93555,
May-20,151.5856193,11809,5816,12248,137.06,169.59,259.85,141.95,59.88,5340.1544,43080,62190,6609.251,2116.469,8879.531,17881.207,625.25,5.426,924827549,493926240,3509362118,87403,392,76612,
Jun-20,151.5856193,11393,5612,12522,135.36,128.43,241.8,147.66,66.57,4802.7989,98447,132818,6606.741,2133.739,8862.885,17836.316,642.44,5.476,947378241,513971189,3593387090,95056,380,84571,
Jul-20,167.2389513,11703,5936,13864,149.45,140.50,266.00,149.37,76.77,5283.4760,170651,174487,6584.121,2170.850,8924.445,18124.702,661.72,5.280,977528273,533014391,3718433395,102912,334,110540,
Aug-20,167.2389513,11852,6259,14517,130.29,138.70,218.22,145.18,71.78,4334.4366,210009,183395,6674.549,2221.891,8973.722,18164.103,686.46,5.461,990691240,546062801,3757567018,99369,319,121993,
Sep-20,167.2389513,12241,6667,14652,130.48,154.40,216.83,133.43,76.01,4306.8275,220162,207710,6786.053,2268.543,9044.687,18243.553,727.10,5.399,1005622188,565746786,3842696583,94603,343,117022,
Oct-20,170.1237121,13084,7286,15109,124.27,156.50,189.38,158.16,75.88,3761.5966,236468,215044,6869.573,2304.503,9161.576,18397.472,757.28,5.625,1014293422,579454938,3892841631,93952,318,146081,
Nov-20,170.1237121,12776,7104,14672,123.01,176.90,190.25,133.56,79.15,3778.8771,238200,225010,6916.772,2321.903,9341.845,18567.386,789.54,5.417,1017412737,584084142,3922090546,108893,275,137180,
Dec-20,170.1237121,13301,7457,14589,128.81,229.40,185.23,142.94,91.73,3679.1664,209296,243967,6874.346,2273.541,9398.810,18519.857,796.64,5.145,1039732856,619777029,3998221163,119017,260,156369,
Jan-21,168.4438003,13598,7471,14622,97.33,190.90,146.38,113.37,64.61,2907.5008,200398,171146,6963.107,2317.601,9409.641,18599.382,823.57,5.356,1023166452,592242404,3886076234,115067,288,171798,
Feb-21,168.4438003,12816,7437,14354,101.11,179.30,152.70,117.11,66.75,3033.0331,197035,167391,7051.362,2362.194,9477.322,18768.770,850.58,5.416,1018825313,580245363,3868628323,110035,299,124693,
Mar-21,168.4438003,13204,7922,15685,148.11,211.30,256.92,139.94,81.77,5103.1228,200340,189389,7089.877,2386.400,9492.245,18862.702,880.86,5.646,1017037254,578246777,3918792401,116634,290,134617,
,,,,,,,,,,,,,,,,,,,,,,,,,
