TARGET,epeRes,epeCom,epeInd,expQ,impQ,expBasic,expSemi,expManuf,expAgroDolar,anfaveaProd,anfaveaLic,cagedTransf,cagedConstr,cagedCom,cagedServ,ipa,cambio,poup,m1,m2,ibov,embi,RecRFBIPCA
-1.219245266,-1.387782107,-1.043897307,-1.343796955,-1.104942012,-1.299029181,-0.9749396507,-1.381390054,-0.9581086133,-1.495298997,-0.6230444734,-1.006670685,-1.229209095,-1.099439393,-1.116625727,-1.093962037,-0.9383848607,0.03824371249,-0.9689572494,-0.859283367,-0.9947684382,-1.273715642,1.04715857,-0.9250316713
-0.9980552215,-1.102669672,-0.8264495656,-1.106810253,-0.9300412156,-1.026831855,-0.6551486985,-1.288713975,-0.8541488406,-0.9803885953,-0.4936447622,-0.70619489,-1.165343712,-1.071064052,-1.103269891,-1.073690193,-0.915851785,0.07856178848,-0.9726758142,-0.8337352268,-0.9989924835,-1.327331542,1.320016372,-0.6911961446
-0.9980552215,-1.130198786,-0.8715141858,-1.0156189,-1.055063281,-1.104302281,-0.7870330047,-1.563185238,-0.9421823302,-1.219960831,-0.6129933261,-1.018858953,-1.128778381,-1.078934867,-1.089821466,-1.060997756,-0.8912533309,0.2372142381,-0.9677216001,-0.8486034882,-0.9914393244,-1.41278489,1.55530287,-0.8042294929
-0.9980552215,-1.265631264,-1.100024321,-1.028237062,-1.353336734,-1.589307693,-1.255414011,-1.805561349,-1.125616119,-1.303439026,-0.8452847379,-1.37358492,-1.113770148,-1.075005965,-1.070608822,-1.048341398,-0.8611591265,0.5293515886,-0.9079496021,-0.7570087972,-0.9384959,-1.501005454,2.297969147,-0.9400272178
-0.815949361,-1.386440902,-1.261777185,-1.131276275,-0.2118191569,-0.6075378331,0.08336674286,0.2331264694,-0.3949335806,-0.5815897671,-0.7974222465,-0.9851674254,-1.112287536,-1.069410632,-1.056902726,-1.043392491,-0.8226829629,0.9829071764,-0.8605933128,-0.7101055316,-0.9040008887,-1.663460691,2.971387474,-0.5218120998
-0.815949361,-1.244884988,-1.105255836,-0.9563114807,-0.381546717,-1.137274853,-0.2048724289,0.02992169153,-0.3835618921,-0.8079365019,-0.9031329168,-0.947269115,-1.08758271,-1.062092739,-1.037950438,-1.028280445,-0.7796053219,0.6766733862,-0.8162605368,-0.6708252627,-0.8584869908,-1.732505961,2.382007132,-0.8073219793
-0.815949361,-1.250708739,-1.047322669,-1.031108379,-0.09356094167,-1.26983043,0.2963146201,0.2799673212,-0.4146682635,-0.119160775,-0.6706927525,-0.8845392555,-0.9833200625,-1.046222,-1.003904128,-1.008559753,-0.7273609747,1.292638945,-0.7999158165,-0.6332747111,-0.8401292748,-1.752364859,3.008517064,-0.3901404924
-0.8273389108,-1.152867961,-0.9378542413,-0.9699479972,-0.1074961972,-1.113977171,-0.09071076394,0.5566749417,-0.02731202523,-0.6332634216,-0.4219323972,-0.677300296,-0.9599937203,-1.050589176,-0.9775345579,-1.00046792,-0.6429085291,1.131607183,-0.7928221654,-0.6236545921,-0.8221230248,-1.816920338,2.490202708,-0.4275022379
-0.8273389108,-0.9859746697,-0.7498788343,-0.9472369528,-0.693540197,-1.350075778,-0.6337054072,-0.2497018621,-0.5873508117,-1.196192496,-0.5444491999,-1.016989936,-0.9755689488,-1.080807394,-0.9369719291,-0.996728069,-0.5240592165,1.125937614,-0.7860192316,-0.5838036693,-0.8130284719,-1.700959583,2.357856419,-0.6523788327
-0.8273389108,-1.026116476,-0.735871482,-1.166981507,-0.5905450669,-1.703126017,-0.7286365239,-0.5342677738,-0.1921043456,-1.320494225,-0.9925186234,-0.9158082031,-1.067574919,-1.200635819,-0.933012963,-1.018894105,-0.4694461576,1.05602518,-0.78092434,-0.4012447917,-0.7835498959,-1.593201651,2.186991441,-0.2392975995
-1.08163516,-0.7872081026,-0.6531054321,-1.354070494,-0.8966899081,-1.562025392,-0.8413182316,-0.03672261673,-0.9312012489,-1.695454044,-0.815059515,-1.261242954,-1.030147384,-1.216538316,-0.9349742784,-1.014432914,-0.423987334,1.050865011,-0.7775741162,-0.579049747,-0.8076076018,-1.52355771,2.037321863,-0.4272232313
-1.08163516,-0.9444451244,-0.6751178389,-1.278323256,-0.829986987,-1.483848061,-0.8119932608,-0.6154694065,-0.6154609478,-1.677336414,-0.6669447721,-1.128037602,-1.026958152,-1.236898131,-0.9252973309,-0.9952550434,-0.3909805387,1.076488746,-0.7816246172,-0.5963486975,-0.8003119318,-1.659769825,1.858771354,-0.8708621276
-1.08163516,-0.8850311306,-0.6237420048,-1.222404718,-0.7563785259,-1.588892184,-0.5760840483,-1.063406995,-0.5917444579,-0.96266066,-0.8975570239,-1.49486122,-1.00987106,-1.274418952,-0.9290616189,-0.9908778018,-0.3468819927,0.9289053005,-0.7912885448,-0.6452577659,-0.8159123386,-1.589979868,1.662867613,-1.026091658
-0.9574352698,-1.122044951,-0.8352510234,-1.055856247,-0.4863308328,-1.358428218,-0.232689271,-1.137178703,-0.3217078389,-0.4027890521,-0.839640944,-1.346067212,-0.9418797558,-1.271718922,-0.916503842,-0.9776584862,-0.3385281578,0.5678057961,-0.7999335088,-0.6775510099,-0.8231439532,-1.456874731,1.267397156,-0.6491249046
-0.9574352698,-1.043885971,-0.8432736549,-1.113790789,-0.2101667765,-1.415713759,-0.03239779639,-0.2887336647,-0.08431819413,-0.243146394,-0.6552740888,-1.391381619,-0.9008520617,-1.270602296,-0.9060673352,-0.9661886001,-0.358706801,0.6306823415,-0.8024637552,-0.6936596794,-0.8149745224,-1.352323946,1.221191703,-0.7901883348
-0.9574352698,-1.161719439,-1.031085131,-1.091712424,-0.4357514815,-1.64219989,-0.2118308858,-0.4090457656,-0.4016716608,-0.5060206488,-0.9511170372,-1.557973755,-0.8890190898,-1.257838119,-0.8908384272,-0.9571574761,-0.3799446761,0.5528015224,-0.804093225,-0.6633080983,-0.8207853122,-1.312992491,1.225262032,-1.039781454
-0.7832332032,-1.230041437,-1.068815631,-1.074337001,-0.3583582779,-1.29012398,-0.4050716952,-0.1401916431,-0.03055640369,-0.7045047632,-0.8370928175,-1.227824252,-0.9024964778,-1.248043817,-0.8856018786,-0.9540200803,-0.3914969097,0.6306004543,-0.799114878,-0.6824536336,-0.8141047444,-1.306994551,1.225262032,-0.705435654
-0.7832332032,-1.155394907,-1.02342266,-1.088813167,-0.2154580996,-1.517585194,-0.2157095115,0.08357624494,-0.00423009623,-0.4460570515,-0.8471111229,-1.54477175,-0.8761572332,-1.239506559,-0.8684303873,-0.9382601759,-0.3864450191,0.631419203,-0.7935078579,-0.6787984663,-0.8083197893,-1.264477322,1.012784372,-0.9779051238
-0.7832332032,-1.206280527,-1.052467678,-1.052973553,0.1008140182,-0.9731556226,0.01718672951,0.1579714981,0.444182061,-0.420797954,-0.4411435362,-0.9797615353,-0.7759548151,-1.22010483,-0.8449916014,-0.9172234418,-0.3794807151,0.5958782659,-0.7957493614,-0.6635181399,-0.8051719269,-1.082009793,1.001163118,-0.8945995602
-0.7967310733,-1.029174415,-0.793067467,-0.8488341135,0.1796164841,-0.7190321191,0.02943532481,0.2395679576,0.6079399636,-0.3603787724,-0.3650030871,-0.6704284173,-0.7539212725,-1.209003056,-0.8204729455,-0.9049916716,-0.3763433372,0.5394050088,-0.7963286243,-0.6624104123,-0.8106541022,-0.9517008646,0.768355659,-0.5178165679
-0.7967310733,-1.024893971,-0.7343189314,-0.8287817602,-0.437553901,-1.205934425,-0.630450464,-0.6277334835,0.09991759377,-1.108698189,-0.3607160102,-0.8722560477,-0.7714098445,-1.224207449,-0.7803198292,-0.8912772971,-0.3669480806,0.6173804585,-0.7782848141,-0.5759018914,-0.7797006355,-0.8624180472,0.5620600465,-0.6305295223
-0.7967310733,-1.011471634,-0.6252412096,-0.6749746966,-0.1708218856,-1.399051851,-0.6036566846,0.1759697817,0.4280773503,-1.241413804,-0.5774887426,-0.193637577,-0.8879719162,-1.335651642,-0.7799273698,-0.9193598898,-0.3530471636,0.5673015409,-0.7533099588,-0.3753823418,-0.7428053682,-0.7194632875,0.3328284092,-0.02804372295
-0.8828885903,-0.7900843729,-0.6058067512,-0.5153297359,-0.5749098879,-1.251518067,-0.5475407385,-0.1741263512,-0.4251024865,-1.096983811,-0.5286524826,-1.377699869,-0.8377782798,-1.295886819,-0.777998872,-0.9065039064,-0.3322371052,0.6103718212,-0.7485309818,-0.5036864675,-0.7628193151,-0.591419624,0.4350459066,-0.419202793
-0.8828885903,-0.998095306,-0.6796913171,-0.4422350579,-0.626750996,-1.63711597,-0.6882381901,-0.5113032631,-0.2609906834,-0.9949849464,-0.5474052645,-1.442834957,-0.7862500486,-1.291473023,-0.764477437,-0.8868148114,-0.2927373424,0.5878906196,-0.7466888539,-0.484491365,-0.754587073,-0.6769455068,0.6968384214,-0.7435404985
-0.8828885903,-0.8956591056,-0.6365079503,-0.2097781874,0.1847291577,-0.7220081541,-0.05142998712,0.1104366454,0.732458369,-0.2747031844,-0.04672796759,-0.6540571928,-0.7173765155,-1.269976761,-0.7564776181,-0.8734744435,-0.2764151128,0.5835529827,-0.7518424805,-0.5028033752,-0.749657905,-0.6777570748,0.6396047355,-0.6270953749
-0.6374345608,-0.7740044972,-0.4587505853,-0.06734372112,-0.3552122031,-1.121257014,-0.5446898479,-1.070410978,0.322688612,-0.3095299978,-0.3349262828,-1.188925299,-0.6308462255,-1.234575124,-0.7385541861,-0.8551819881,-0.2442644569,0.6135075947,-0.7480979846,-0.4965020096,-0.7457045652,-0.6841679077,0.9174053791,-0.4873330568
-0.6374345608,-0.969068779,-0.711121649,-0.09448432304,0.06480991785,-1.031187575,-0.05441835432,-0.3515806018,0.5845422685,-0.1472767753,-0.2132252422,-1.0214523,-0.5119474732,-1.193909219,-0.7124498548,-0.8343288562,-0.2213869813,0.7610054447,-0.7267507918,-0.4819930299,-0.7095109997,-0.8717304897,1.00814582,-0.6361209033
-0.6374345608,-1.082769781,-0.9229913077,0.04199227214,0.4621985551,-0.8045970634,0.3696353287,0.261511413,0.8432117858,0.1536331886,-0.1190821188,-0.8643928884,-0.4494880339,-1.166317554,-0.6940324524,-0.819682165,-0.1873533723,0.7441841519,-0.7102826025,-0.4693061293,-0.6898491189,-0.7831954079,0.8851641135,-0.4763085718
-0.4509202615,-1.082149542,-0.8845085944,0.1380249433,0.2933733986,-0.7561776909,0.07509681533,0.4619935873,0.7712457062,-0.217179571,-0.1164326872,-0.8021085642,-0.3764826072,-1.137029229,-0.6723195479,-0.8039274083,-0.1569162573,0.6802864332,-0.6922978323,-0.4616539048,-0.6769008741,-0.6905810715,0.7357375923,-0.4644350965
-0.4509202615,-1.074714349,-0.9008270309,0.2714410887,0.371907476,-0.7513548175,0.2155325262,0.1649053652,0.8424998306,-0.2749046795,0.04193787051,-0.8686826037,-0.2833789371,-1.086105071,-0.6398877247,-0.7767634057,-0.1227115714,0.6045020031,-0.6870498227,-0.4330331339,-0.657098104,-0.6570616464,0.5249852595,-0.5646415182
-0.4509202615,-0.8932948306,-0.6995864889,0.2109785577,0.3282428723,-0.6841695255,0.02943532481,0.2742736189,0.9327517755,-0.1841878044,0.06336643154,-0.7273404462,-0.1546763494,-1.063321489,-0.6110947468,-0.7552904699,-0.1031086397,0.5414446886,-0.6809203829,-0.3864319909,-0.6412979123,-0.6319221773,0.3537917552,-0.4824320814
-0.4816160536,-0.891522564,-0.6485702028,0.2401110017,0.2890156756,-0.774343486,-0.1914261689,-0.1637951739,1.177713867,-0.7647733019,-0.08281532762,-0.7435658684,-0.08839106622,-1.059829635,-0.5806323922,-0.7385125469,-0.07147186989,0.5396600624,-0.6748732097,-0.3876861673,-0.6278295652,-0.5939903643,0.3676188506,-0.4421869463
-0.4816160536,-0.8773733329,-0.614761667,0.2020236519,0.04781566085,-0.6195337694,-0.3346780019,0.1304415236,0.7217669145,-1.041149256,0.05268330694,-0.7068737369,-0.07836154275,-1.096785327,-0.5276119762,-0.7212085709,-0.0489387937,0.43028669,-0.6625080306,-0.3506596348,-0.6105339236,-0.5547922813,0.1507039496,-0.664687121
-0.4816160536,-0.8703179101,-0.4923614201,0.1760290742,0.389536914,-0.7816454566,-0.3808396934,0.0771828963,1.45137377,-1.11113105,-0.1084903447,-0.05622771128,-0.2194096034,-1.193428706,-0.5208435088,-0.7452058644,-0.04232204542,0.3614671756,-0.6288069755,-0.209763626,-0.5615076677,-0.4758178967,0.01972838029,0.2561161438
-0.6683974959,-0.6002691596,-0.4261970973,-0.1721117061,-0.2144651548,-1.000186704,-0.579475034,-0.1991291907,0.4106767703,-1.255742802,-0.4465041053,-1.39682531,-0.1777012291,-1.171719549,-0.5139170854,-0.7254638196,-0.03657448945,0.3342351516,-0.6239969925,-0.2967347022,-0.5717125482,-0.5361946843,0.1663591732,-0.2222328752
-0.6683974959,-0.8033425911,-0.5169002026,-0.1167781717,-0.1160845544,-1.164662896,-0.5432662619,-0.02350706707,0.5776062459,-1.101422961,-0.1563103147,-1.201037751,-0.1766752524,-1.169218394,-0.50857156,-0.7071938076,-0.03517940238,0.3065071294,-0.6238933276,-0.3062963745,-0.5645461668,-0.4267506553,0.06594938823,-0.6259138184
-0.6683974959,-0.7420421713,-0.384233335,0.03230743797,0.3045067938,-0.754066584,-0.2056441321,0.3258320639,1.093994713,-0.4102181507,0.2554508818,-0.513862785,-0.1539601369,-1.152069068,-0.4999563556,-0.6877553864,-0.02995357001,0.3722386185,-0.6278912861,-0.3159293019,-0.5443086284,-0.3674842993,0.3151503777,-0.44132938
-0.4086514155,-0.5931497885,-0.2924768732,0.182656129,0.2011351763,-1.106027304,0.00705033049,-0.2258764919,0.7930006234,-0.2136891822,0.09657546915,-0.7283860584,-0.05415043793,-1.112437975,-0.4794832007,-0.6565300547,-0.01242194209,0.2461526452,-0.6299593986,-0.3469804897,-0.5437674769,-0.4789916843,0.3115916207,-0.2453596865
-0.4086514155,-0.8265082022,-0.5082177034,0.2142745055,0.3188283597,-0.6410935851,0.02976961658,0.01293153531,0.9750891183,-0.3360690488,0.2059515993,-0.6292970777,0.002985731105,-1.079177661,-0.4587704616,-0.6360637949,-0.01906388249,0.1206471751,-0.6345888157,-0.3260186973,-0.5388447582,-0.5155276145,0.1741306949,-0.5255967557
-0.4086514155,-0.7900843729,-0.5665563212,0.1423119499,0.428318789,-0.7492476175,0.05826635003,0.4108956734,1.078120554,-0.1437384103,0.2748777749,-0.5302590605,0.02402205482,-1.031962652,-0.4392385066,-0.6195750138,-0.03149440963,0.06609226453,-0.6262698703,-0.3136039313,-0.522933127,-0.4831102049,0.1507039496,-0.1574379409
-0.3414842199,-0.8691432455,-0.6796913171,0.2788997525,0.6031415081,-0.7734321784,0.4159611447,0.3334154973,1.082758402,-0.2336201465,0.1234142044,-0.7079866724,0.03158400903,-0.9960902792,-0.4217532123,-0.6082247693,-0.03813634944,0.1071737093,-0.6120614235,-0.3159105199,-0.5121908708,-0.49230091,0.1028142999,-0.3289319645
-0.3414842199,-0.8340667331,-0.6835076065,0.3580638053,0.6510024991,-0.2292103489,0.3652838973,-0.03966650029,1.29711806,-0.1141137165,0.2449060325,-0.4755678845,0.05400205443,-0.947829231,-0.3956742195,-0.5836116551,-0.04810876595,0.07979495275,-0.6129488119,-0.3139204001,-0.495335375,-0.4044494191,0.1467665095,-0.302239791
-0.3414842199,-0.694584253,-0.520524956,0.3354815683,0.4655114091,-0.7489467282,0.0752593729,0.04503180721,1.216407513,-0.3084184547,0.1108559671,-0.6042248875,0.1531534648,-0.9043453527,-0.3675859561,-0.5613667131,-0.03645922435,-0.0701119099,-0.6090253588,-0.2630021802,-0.4747382887,-0.273060678,-0.1461393755,-0.4095039071
-0.3703367964,-0.712031359,-0.4837459217,0.316986474,0.2560975137,-0.8330302989,-0.1582858262,0.09667992773,1.010806357,-0.3696743787,-0.07808691291,-0.7275685442,0.1851541127,-0.8756121645,-0.3385162598,-0.5414285288,-0.02290448397,-0.0352841404,-0.6057694418,-0.2860216386,-0.4742855059,-0.2737423928,-0.09047136463,-0.25438931
-0.3703367964,-0.6794516862,-0.3953693532,0.285884184,0.4588814687,-0.6112449559,-0.02287772515,0.5998383472,1.201431534,-0.5082460639,0.2007498843,-0.3604951518,0.1306302477,-0.884717421,-0.2947828874,-0.5267839005,-0.02063803423,-0.08677946024,-0.5937243062,-0.2211871182,-0.4550400043,-0.2178200128,-0.1699081291,-0.2879678487
-0.3703367964,-0.6228080213,-0.3093948827,0.2635065041,0.4619435451,-0.6491885911,-0.1350182106,0.4714882643,1.360417856,-0.7441334624,0.06133875707,0.02591353725,0.003607940187,-0.96401632,-0.2866961411,-0.5431742644,-0.02710486191,0.05604958889,-0.5565146036,-0.06290829044,-0.3946203636,-0.1364275625,-0.3150603864,0.5217430357
-0.449288203,-0.5735021266,-0.3223133566,0.003162664231,0.05915751578,-0.6906340124,-0.1971753359,-0.005602615831,0.6117598903,-0.8809039607,-0.06969686853,-0.8208337599,0.0276277854,-0.9083533415,-0.2897318766,-0.5293355256,-0.01216582757,-0.07689670719,-0.5607220582,-0.1897571868,-0.4216901617,-0.01985047128,-0.5695316857,-0.07776459946
-0.449288203,-0.5931497885,-0.2000280055,0.09643173799,-0.1362352278,-0.9023095637,-0.6510908003,-0.21499675,0.6542439861,-0.8584359189,0.008712689661,-0.9214109914,0.05669092436,-0.8694462666,-0.2785250768,-0.5024947435,-0.01077074133,-0.1667550109,-0.5518950118,-0.1787475907,-0.4074450788,0.02693044482,-0.8712790226,-0.4032002764
-0.449288203,-0.4444598668,-0.1680716935,0.2564970342,0.5206940741,-0.3133483503,0.03660760002,0.34295281,1.340881463,-0.1782188579,0.2645296575,-0.387932602,0.0874984925,-0.8560162881,-0.2835098311,-0.4885407881,-0.01181778871,-0.1251521547,-0.5716094782,-0.1995748931,-0.4002704132,0.03444254113,-0.7712746553,-0.2817185223
-0.2905805719,-0.5398946657,-0.1947885477,0.326240855,0.1060840848,-0.677428323,-0.1468899189,-0.3447183088,0.7339303406,-0.188967546,-0.05589254748,-0.8553354466,0.1832403059,-0.823573189,-0.2680323899,-0.4637674886,-0.01094572907,-0.2199847428,-0.5758602616,-0.2108496948,-0.3987160666,0.0828787129,-0.8935317249,-0.05497431886
-0.2905805719,-0.7035794697,-0.4787310292,0.2681751253,0.1867147039,-0.5184623648,-0.1087993382,-0.4499910093,0.9171259251,-0.09990547078,0.3332864626,-0.2681024171,0.2421791205,-0.7820570304,-0.255837568,-0.4460036695,0.0007038125733,0.01398095546,-0.5803509634,-0.179916847,-0.3732169659,0.07776928332,-0.5272401987,-0.3167345306
-0.2905805719,-0.6861700277,-0.5504056522,0.3433254586,0.4039199078,-0.5055519483,0.01836523223,0.468958981,1.080109,-0.3199730492,0.1844765659,-0.5321460292,0.2657624322,-0.7603556852,-0.2451724053,-0.4320817877,0.01598874873,-0.1342236299,-0.5688528504,-0.1685244813,-0.3619266442,-0.06241089249,-0.6446895234,0.05474806888
-0.1120128018,-0.7261586488,-0.6162566206,0.4020716827,0.8112233028,-0.261940924,0.5706616262,0.6744330267,1.302078229,0.1671354499,0.1570139691,-0.2415233701,0.2909363879,-0.6984626344,-0.2290322203,-0.4145207145,0.01738383517,-0.1209080506,-0.5508529765,-0.1551189239,-0.3540597129,-0.01732586906,-0.8566110792,-0.1577944683
-0.1120128018,-0.6996415108,-0.4866151481,0.6118444399,0.7906329491,0.04442805742,0.4164891128,0.7564129531,1.436238579,-0.02781151465,0.3589934884,-0.04831159622,0.3253344299,-0.6604625658,-0.2117581539,-0.3928298889,0.02330526406,-0.163005274,-0.5444538801,-0.1302025859,-0.3500360042,0.004887727123,-0.8566110792,-0.1633651935
-0.1120128018,-0.5953389811,-0.4128482455,0.4602714622,0.551919471,-0.2445325492,0.2859141188,0.2813056104,1.172241076,-0.2362836986,-0.009244511241,-0.3452075663,0.4225194877,-0.6294275619,-0.1853754709,-0.3746166105,0.02330526406,-0.123140865,-0.5216066971,-0.07220890854,-0.3423520499,-0.0219709266,-0.7851903871,0.04158864576
-0.1254163788,-0.5658880056,-0.3641486841,0.5179348691,0.5803383892,-0.02913501825,0.195869247,0.5297620205,1.280634099,-0.2261614773,0.2090887588,-0.09645517964,0.4763256706,-0.6276484583,-0.1539696721,-0.3560738675,0.02208364763,-0.1582412403,-0.507836022,-0.05640820635,-0.3257252419,0.06395554958,-0.8566110792,0.05254099323
-0.1254163788,-0.4286911126,-0.2382758489,0.5345046656,0.441975191,-0.04745318174,0.07102762219,0.4406911262,1.093664778,-0.3747791771,0.2226042458,0.01290968113,0.4448480125,-0.6535249811,-0.1051443859,-0.3439434178,0.0259174546,-0.1314201747,-0.4810437069,-0.002267610238,-0.3015434601,0.1482987132,-0.8566110792,-0.09591600566
-0.1254163788,-0.4666437247,-0.1184979129,0.4339667424,0.4898455698,-0.4948874573,-0.06288565745,0.5763358082,1.319688551,-0.7584883619,-0.144420041,0.3119150393,0.3081173371,-0.7429950368,-0.09551943374,-0.3661485212,0.03218657837,-0.1639137696,-0.4296339166,0.1587421846,-0.2648346773,0.2138974466,-1.100303821,0.7105990556
-0.1844159111,-0.2890622645,-0.1248923398,0.353922153,0.2247133232,-0.1102465442,-0.0570596859,0.4083201998,0.7276699265,-0.7015687504,0.01680019137,-0.4531342779,-0.01831019144,-0.452669201,-0.06659009146,-0.09405124458,0.0335816649,-0.1790675174,-0.4175338061,0.02616560108,-0.2903856339,0.2177085441,-1.117352466,0.2275634108
-0.1844159111,-0.4528959965,-0.1364349827,0.3961303714,0.02829951917,-0.5162603193,-0.1923829626,-0.1745096001,0.5791488433,-0.6018991614,0.01370676299,-0.5608647046,0.01653242207,-0.4390473583,-0.05916194371,-0.07027601539,0.03183623623,-0.1865080269,-0.402758476,0.01217377444,-0.2887221193,0.2685563128,-1.075060979,-0.1594219286
-0.1844159111,-0.348219088,-0.02596155275,0.6611253709,0.5961278415,0.2102703307,0.1536519002,0.02631397544,1.45994923,-0.110671035,0.4892094398,0.1621162057,0.06417158407,-0.3976986063,-0.0515630168,-0.05100982042,0.03532186353,-0.2655084729,-0.3849064038,0.02775334439,-0.2829845122,0.2343721885,-1.327430594,0.04661936744
0.04063717972,-0.2794576895,0.0885713727,0.7632826531,0.4794807447,-0.2842439123,0.3103146837,-0.09460032118,1.02498582,0.1413160943,0.2600695769,-0.03643103464,0.1871729565,-0.3258875537,-0.03083218301,-0.02429950559,0.04991492677,-0.2851294417,-0.3676944259,0.03456599333,-0.2724749727,0.3496975684,-1.438367847,0.2851886858
0.04063717972,-0.4015086507,-0.1752175105,0.783515471,0.6750760553,0.1090540781,0.3670530613,0.3912074837,1.319072231,0.1387197332,0.5547991548,0.3907147621,0.2546327605,-0.2934260513,-0.02147418829,-0.01119247549,0.06000412016,-0.413847827,-0.3516949297,0.04579000675,-0.2608949766,0.4334201776,-1.591459267,0.03754309925
0.04063717972,-0.5539528947,-0.3606986653,0.7938219429,0.5497014967,-0.04400869057,0.1899693854,0.3135964851,1.255909972,0.1378564894,0.4686980976,0.2334098722,0.2865733076,-0.2509429253,-0.005590692086,0.0003315117811,0.05843331332,-0.4172494013,-0.3292873045,0.09151340026,-0.2400202905,0.4938146378,-1.397147146,0.249804075
0.1864289126,-0.6266691637,-0.4304242542,0.7882413781,0.6910019753,0.2906008237,0.4661414281,0.4333469909,1.227832734,0.2071564254,0.6583283076,0.4672356695,0.3187795668,-0.2077680352,0.01015490754,0.01314993574,0.05825884872,-0.4793068623,-0.3040513022,0.1106980132,-0.2305431829,0.5547063436,-0.969983831,0.2130443236
0.1864289126,-0.4783143677,-0.4072444852,0.9119841578,0.8192361569,0.4504554351,0.5053569876,0.6499520308,1.407259257,0.2308252672,0.7529759278,0.6742883084,0.3624700732,-0.14874508,0.03045682421,0.0316803292,0.0688683133,-0.3725297429,-0.2764673919,0.1356553888,-0.2061598057,0.4571323687,-1.075060979,0.2032905951
0.1864289126,-0.4234489897,-0.225695379,0.9145099814,0.6407865765,0.2601542629,0.2402618502,0.2422764613,1.434453401,0.1205795,0.5534481547,0.3014535632,0.4910702871,-0.08050001591,0.05827105615,0.0543691497,0.07600636937,-0.5298828414,-0.2455537681,0.1686947091,-0.1849943969,0.5584765081,-1.269961191,0.2213479701
0.2109364944,-0.3905845683,-0.1635327457,0.9506018505,0.8440080585,0.6130292907,0.5398654783,0.7677143203,1.398244864,0.361609366,0.9145141064,0.774653563,0.5583166082,-0.03188178358,0.09268015608,0.07546335223,0.08314442489,-0.6585550902,-0.2303516462,0.1897959369,-0.1696429181,0.6975588182,-1.327430594,0.4418850623
0.2109364944,-0.2598167894,-0.021621865,0.9810754516,0.5086992028,0.4587920659,0.06335005324,0.4195733052,1.270328794,-0.05851305905,0.7426821927,0.6937881501,0.5535636817,-0.0137459341,0.145385667,0.09413761669,0.09028248097,-0.6038951728,-0.2074562565,0.2517147966,-0.1511568609,0.692683573,-0.878662848,0.4154514534
0.2109364944,-0.335905949,0.01288296213,0.9258635863,0.4812532806,0.09473409253,0.2050548164,0.09455848569,1.104206382,-0.317654762,0.3091877679,0.7508691229,0.3872979592,-0.06924073633,0.1606637712,0.07676249222,0.1078141084,-0.6208360391,-0.1579900743,0.4961251737,-0.08663341585,0.7139269944,-0.8712790226,0.9998054503
0.1279415479,-0.08015755792,0.05307200029,0.4457721909,0.2422574743,0.476888913,-0.1584733067,0.4108956734,0.8772064405,-0.3544340985,0.5605319455,0.4380986397,0.4571770925,0.018333624,0.1539021177,0.09112206355,0.1230990442,-0.6359637897,-0.1434121443,0.266684545,-0.1198532339,0.6325824142,-0.638292145,0.7295921646
0.1279415479,-0.1650290141,0.02999525522,0.5242096835,0.137770756,0.2912061364,-0.2532207136,0.1835554214,0.7958904845,-0.3652572092,0.529996879,0.260305629,0.5143034724,0.07877985464,0.1618877221,0.1181980182,0.1368268818,-0.7445818883,-0.1283467925,0.2291025315,-0.1151816351,0.6934232695,-0.575664012,0.1050917578
0.1279415479,-0.2971687036,0.06153170094,0.825066846,0.03732520117,0.1342474617,-0.3319659296,-0.4876533622,0.8478357585,0.04606751379,0.7901502014,0.6394633868,0.5626310925,0.1523361259,0.1727714952,0.1460588711,0.1531491114,-0.6514640289,-0.1175108818,0.229132523,-0.0859316494,0.6735523188,-0.4629250583,0.2401506753
