TARGET,epeRes,epeCom,epeInd,expQ,impQ,expBasic,expSemi,expManuf,expAgroDolar,anfaveaProd,anfaveaLic,cagedTransf,cagedConstr,cagedCom,cagedServ,ipa,cambio,poup,m1,m2,ibov,embi,RecRFBIPCA
1.246373721,0.944313853,1.059343336,0.9602191461,0.6642469779,1.434255007,0.7453714032,0.8511394588,0.2933911874,0.8571699956,1.050620755,1.278140366,1.419095297,1.826855023,1.126282272,1.176866338,0.7144547427,0.1678682766,1.077450559,0.8838372747,0.954670075,0.6022351362,-0.7437950037,0.7567483295
1.204408178,1.147404595,1.242769498,0.9409697496,0.557087388,1.310557881,0.5900049925,1.05396338,0.2790667094,0.5101737578,0.9925761557,1.369855488,1.406370795,1.773511128,1.139664858,1.177881523,0.7174179697,0.1611215902,1.085325,0.879624431,0.9602453469,0.510719776,-0.7851903871,1.071697835
1.204408178,1.230916979,1.388491915,1.076539186,0.1903981233,1.103583931,0.3499621678,0.4740156391,-0.1456847682,0.266330553,0.7607491996,1.263584229,1.361175305,1.698497183,1.181490568,1.184579192,0.7328758305,0.2736259988,1.096841,0.9280351075,0.9727473658,0.4921955307,-0.7506215576,1.128798712
1.204408178,1.154403495,1.341330968,0.8220775138,0.5727740831,1.06460829,0.6185982056,0.7947978149,0.3870600803,0.3680819857,0.2084441917,1.859868832,1.184970347,1.48151083,1.174809461,1.145893558,0.7351422802,0.3631133684,1.113559413,1.012787342,0.9918708509,0.401897704,-0.6129510777,1.375281952
1.046870914,1.610250596,1.415746777,0.4075509672,0.0784439356,1.07373504,0.3166389908,0.8065425808,-0.6510782442,0.2633588724,0.1767447074,0.8729322234,1.214963209,1.46605126,1.136100588,1.143475068,0.735839963,0.3686838486,1.111114602,0.9108850854,0.9812382756,0.3583028867,-0.2483874512,1.518451047
1.046870914,1.360396501,1.421248207,0.7182782313,-0.1617265695,0.8330838359,0.1471310149,-0.04224452263,-0.6538770855,0.118788581,0.1904096557,0.05852347278,1.217288047,1.422827268,1.124116802,1.158367331,0.7381064127,0.5580382584,1.105013343,0.9010766549,0.9832445153,0.4051376762,-0.2584687881,0.6426175468
1.046870914,1.127036508,1.349373997,0.7654381931,0.7619383242,1.194839294,0.8361871612,0.9328124744,0.3677977969,1.014541635,0.6880789817,0.6673245875,1.201389055,1.39179442,1.125322661,1.171873646,0.7537371818,0.8214783257,1.090761602,0.891062792,0.9902589183,0.4122726864,-0.2584687881,0.7223640863
1.002559835,1.052387711,1.349373997,0.7865232794,0.5600358716,0.8006083019,0.9186401265,-0.2677812949,-0.1543388992,1.077854962,0.33618018,0.4910444774,1.145085054,1.352511395,1.116904773,1.170032555,0.7803985718,0.6535028355,1.086817424,0.8599644385,0.9878480738,0.5144032453,-0.4010542709,1.072740942
1.002559835,0.9310082437,1.124694549,0.6497197005,0.8354089233,0.6980901305,1.139268884,0.3169078085,0.0350974187,1.338804381,0.2672249258,0.4103941874,1.080150183,1.299242447,1.109175687,1.162717935,0.7927411538,0.7992731438,1.088008074,0.856233557,0.9952919181,0.5455359802,-0.4065827336,0.6058306572
1.002559835,0.7626763642,0.9975551364,0.5901613737,1.240119837,0.9341427425,1.281440847,0.8466216321,0.8400067783,1.369758258,-0.02120677987,0.4082764636,1.012521178,1.254058916,1.098932696,1.153742366,0.8021364108,0.7403519415,1.083875151,0.8568948704,0.9986621753,0.4898455821,-0.3521251251,0.7410460397
1.01856902,0.7619031849,0.8907315194,0.4900705131,1.084958123,1.127687161,1.174782043,1.065893828,0.5329456812,1.286037681,0.3722672136,0.587877392,0.9459705704,1.211263353,1.084950064,1.13962025,0.8099693012,0.9583470257,1.087322967,0.8321522065,1.003240999,0.4419023588,-0.294253321,0.8688105189
1.01856902,0.8399887809,0.9989015173,0.640931938,0.703347436,0.5117828156,0.8995923106,0.846056475,0.04236279012,0.988303933,0.3088323805,0.3424952383,0.895991283,1.164511581,1.079795285,1.140854542,0.8165860496,1.13273951,1.081351567,0.824732163,1.004303434,0.3397319445,-0.1699081291,0.6256559212
1.01856902,0.8859511542,1.036369389,0.5197283155,0.8609026686,0.6487951133,0.9028314038,1.013885486,0.4983581485,0.8791065533,-0.1563488129,0.2502896915,0.8867150454,1.111630193,1.072775784,1.132882398,0.8423881795,1.340790165,1.079160107,0.8203010196,1.014241911,0.3014897372,0.2572551862,0.6558369025
0.9073908162,1.143900432,1.237364596,0.567513194,0.8889625652,0.8067387562,0.968094228,1.170115158,0.4106767703,0.8833811764,0.2139008324,0.1444246128,0.8353311847,1.020762893,1.07086651,1.122084693,0.8808643425,1.270089139,1.080706463,0.8314536632,1.022807786,0.3285406693,0.1348967312,0.7942224319
0.9073908162,1.138287218,1.302029505,0.461176552,0.493375323,0.6140987554,0.5988834499,0.7514747573,0.1490292488,0.6114112213,-0.1936508902,0.1853685268,0.750245283,0.9179900759,1.091897251,1.116538234,0.8980505133,1.264860318,1.085976202,0.8762755657,1.030863842,0.3232099952,0.2199965647,0.6112156903
0.9073908162,1.121398966,1.327206269,0.2307282514,1.103747966,0.1053731241,0.8625281502,1.556627236,1.173207522,0.6014732358,-0.6562176943,0.5895214588,0.5368802904,0.7175589109,1.07511694,1.070053132,0.8956064239,1.298803607,1.102783165,0.9588803976,1.060217358,0.2545154477,0.5312233158,1.250784495
0.7708266399,1.378594946,1.300806177,-0.1511171026,0.1670762895,0.1534623817,0.4674212164,0.5437094934,-0.612141431,0.2408026652,-0.4870431062,-0.4131814153,0.5181806337,0.7125832789,1.046838116,1.065985146,0.9171058934,1.383144562,1.087853186,0.8676571104,1.045110094,0.08953214046,0.4966144035,1.366105566
0.7708266399,1.220618119,1.285679439,0.2499477699,0.6607059692,0.1735920584,0.6930494888,1.293766159,0.2069291045,0.6678412593,-0.6160244268,-0.56008003,0.4878177907,0.6758565009,1.0240566,1.066607956,0.9233750165,1.344882046,1.082765367,0.859284984,1.04533427,0.142753996,0.4645003307,0.3071854392
0.7708266399,1.208913124,1.32234896,0.4471329258,1.13010341,0.5215880338,1.220077215,1.047316946,0.5895425768,1.258673867,0.1278679363,-0.03790585627,0.4602644296,0.626135259,1.006757289,1.063545041,0.9232005522,1.07355642,1.080339467,0.8383503702,1.045446776,0.3799063468,0.1309208301,0.5349412625
0.8313115215,1.366361704,1.424779796,0.4810554753,0.9822431773,0.2131823829,1.213439365,0.6240831385,0.234005136,1.306059229,-0.2275077957,-0.2871989641,0.4418113893,0.5935387658,0.9941803719,1.062044166,0.9219789356,0.9986511339,1.072330363,0.8495051955,1.044272712,0.449306722,0.03246480018,0.9224805285
0.8313115215,1.077073034,1.15345417,0.4647956025,1.196094487,0.4795175542,1.202288907,1.200505286,0.8189188125,1.304517422,-0.1290768388,-0.2151020755,0.4175916376,0.534910301,0.9821357857,1.054103065,0.9343215176,1.098132642,1.067521464,0.8409458914,1.050400219,0.4280371688,0.1068593472,0.452397168
0.8313115215,0.9557352186,0.9129401013,0.4184951622,1.038809743,0.7941308008,1.050147104,1.352099112,0.573746598,1.13113528,-0.03768551604,-0.1486225958,0.3823527528,0.4750787317,0.9709288093,1.044595299,0.9466640994,0.822840517,1.068347836,0.845065464,1.057488534,0.4065145107,-0.1227126302,0.5378224629
0.8886488094,0.8713170495,0.8406564383,0.5138977343,0.9177924622,0.5287796741,0.835778587,1.131151666,0.7788762345,0.9905899487,0.02867065862,-0.006126333385,0.3658419364,0.4169333148,0.9639490222,1.03560589,0.9414225656,0.8448322111,1.074293216,0.8394860487,1.060777572,0.5269802869,-0.1747038047,0.7312656515
0.8886488094,0.8964239488,0.8786364504,0.5994633189,0.9671722113,0.7446050368,0.8655404055,1.421592796,0.7723368614,0.8489405763,-0.1000749247,0.02944627261,0.3760133351,0.3695079389,0.9646089368,1.034425686,0.9473439948,0.8458066779,1.074011865,0.8372076256,1.066824795,0.5957019,-0.3255644919,0.330825957
0.8886488094,1.061349719,1.004729222,0.5201765967,0.7676119973,0.5626257335,0.6854525487,1.389790263,0.5082210334,0.4397624643,-0.2168467662,-0.3354852141,0.3885607236,0.3104703117,0.9664670108,1.030736909,0.9577800528,0.85022435,1.077373462,0.8741493559,1.068018552,0.6055173837,-0.2737088124,0.4200519406
0.7881773677,1.045922297,1.011440182,0.4507601061,0.3879630292,0.4235589836,0.4565109975,0.7714729846,0.08607028266,0.1806040918,-0.1459396463,-0.3506501208,0.3836944172,0.2380241065,0.9716020799,1.022957397,0.9616138599,0.8010295677,1.079957515,0.8730357862,1.070176124,0.690155035,-0.3046236153,1.655789038
0.7881773677,1.144601517,1.141467011,0.4589135819,0.7052058133,0.4578460652,0.3932298077,1.014960477,0.990103376,-0.07898704413,0.3306064835,-0.05347859126,0.3239535068,0.125757601,0.9956563283,1.01339247,0.9746492073,0.9602781091,1.091011115,0.9082212209,1.08373809,0.6752038318,-0.1843377424,0.6001792638
0.7881773677,1.222680066,1.220675969,0.2872801352,0.6945019335,0.4434243574,0.4347310514,1.277656674,0.8339443781,0.04251365411,0.1368056369,0.3053382798,0.1734922255,-0.0607962399,0.9869399997,0.9705850707,1.008853893,0.8598554241,1.121684833,1.011699626,1.109196844,0.6211411818,-0.2284101367,1.225202813
0.7862294905,1.398351476,1.308545942,0.1256237323,0.4306428696,0.6231715053,0.572702251,1.221034401,-0.2694541087,0.06494516344,-0.1229862037,-0.5527795744,0.1957630242,-0.06341795921,0.9622851556,0.968138929,1.030525672,0.7593751452,1.108690492,0.8856485079,1.085258957,0.7152415828,-0.4345101886,1.345319958
0.7862294905,1.213048309,1.265534752,0.2288500118,0.5107022002,0.2766396301,0.7052645146,0.5970997933,-0.003770098703,0.6118514797,0.1437866298,-0.7666948635,0.1991110995,-0.09368443898,0.9536609164,0.9828640767,1.031920759,0.7377676529,1.112197023,0.912277357,1.089885956,0.7738796973,-0.4514995327,0.3048365101
0.7862294905,1.471882523,1.381343162,0.4977230958,1.145828405,0.6828614332,1.192130633,0.7386596334,0.8067050039,1.340032322,0.5047669977,0.1032591648,0.1980190364,-0.1162555052,0.939375122,0.979569014,1.026679225,0.7913151551,1.11001373,0.881406439,1.094965058,0.7456799094,-0.5452307763,0.4921692824
0.8729050741,1.136531431,1.271303479,0.5421031278,0.8525788077,0.1485653807,1.055962079,0.3576985315,0.313090947,1.398176718,0.02600787879,-0.386163427,0.2137263425,-0.1200448548,0.9418012945,0.9862528535,1.005794499,0.8142003721,1.114172722,0.8897663298,1.101597923,0.7343682852,-0.5879983945,0.8864776188
0.8729050741,1.066359467,1.063302713,0.3566835591,1.237661945,0.4843922837,1.302701057,1.279891845,0.6894833568,1.445061814,0.6606568919,0.1905405005,0.2149250972,-0.1299678009,0.9372042685,0.9871426344,0.9840267661,0.8483534361,1.121159374,0.8860162296,1.116002511,0.747466232,-0.4629250583,0.4438705551
0.8729050741,1.009081219,0.9477878902,0.5026697841,1.271302382,0.5904684109,1.323157842,1.532079289,0.636482324,1.263210446,0.2862138324,0.1823893368,0.206115298,-0.1527874133,0.9361572713,0.9856141974,0.9654357669,0.8961677864,1.13881924,0.9113417953,1.1307874,0.6836036634,-0.4345101886,0.6238029557
0.9737006199,0.874699025,0.8155562152,0.5755160336,1.199360018,0.586328963,1.150771055,1.0995988,1.000640776,1.09655985,0.3994076585,0.04258091138,0.2229107751,-0.1528722689,0.9407732188,0.9869322331,0.958268385,0.7622468435,1.149500417,0.9111673686,1.12886318,0.7350925403,-0.5634223701,0.684096
0.9737006199,0.8919390495,0.8434854639,0.6264050919,1.27615265,0.8796822703,1.240947871,1.403456912,0.9045718088,1.185269933,0.7749143552,0.4572087525,0.2386832643,-0.1534104658,0.9456414903,0.99272448,0.9749362425,0.7749347256,1.159626464,0.8985924791,1.137430159,0.8195687281,-0.5332149969,0.6094301175
0.9737006199,1.121046349,1.029266783,0.6038879608,1.079133702,0.8150002778,1.076373891,1.459926195,0.6775291301,1.027936295,0.5351966806,0.2389346996,0.2696586846,-0.1544200238,0.9523454931,0.9934144856,0.9931585781,0.7910085572,1.171939166,0.9171662311,1.144227205,0.9202596718,-0.6967941525,0.6494714837
0.9199945623,1.139691279,1.116058667,0.6158188884,1.048797028,0.8064077493,0.9858999557,1.560054203,0.7265639149,0.7807575092,0.6651997008,0.2864117331,0.3098461456,-0.1664905115,0.9683950479,0.9970158135,0.9903650534,0.8730824075,1.173993658,0.9132711173,1.139073882,0.9517452972,-0.7167714671,0.9156789473
0.9199945623,1.241530655,1.188722951,0.6786320579,0.7682920056,0.6865036576,0.7386644444,0.9492944397,0.6033502133,0.6113908086,0.6666911197,0.3037491916,0.2760268393,-0.2216395752,0.99678164,0.9959520482,1.010140483,0.8617175009,1.186179679,0.9645971941,1.149580891,0.9034386678,-0.7302271693,0.8666191122
0.9199945623,1.23331614,1.24816518,0.5715158933,0.8545526615,0.5250941359,0.7436432035,1.029706723,0.8353718265,0.6682412043,0.3369443318,0.4093971007,0.148582321,-0.3482853706,0.998817436,0.9656926197,1.030088393,0.8960209705,1.224329445,1.077832455,1.165632283,0.9079563039,-0.7369969533,1.351820526
0.8819812358,1.387827109,1.251481032,0.3562234094,0.7310843889,0.8339028378,0.7905164116,1.049179277,0.3009496628,0.3961354609,0.3319830845,-0.008176204051,0.2074989825,-0.31121301,0.9791880268,0.9764263361,1.046410623,0.7867121171,1.220554568,0.960913466,1.148684887,1.03035712,-0.8133838311,1.584460087
0.8819812358,1.284375431,1.251895269,0.469316474,0.768065356,0.8343941153,0.586559041,0.5517416395,1.042122316,0.509467098,0.2720216058,-0.3859799018,0.2251172002,-0.3199528492,0.9692571937,0.9951339244,1.04658507,0.8492516547,1.224106745,0.9669932528,1.155075215,1.090595925,-0.7506215576,0.5803098195
0.8819812358,1.369340889,1.317889865,0.549246202,1.138370906,0.6880630518,1.179674766,0.8778392698,0.7661488779,1.319001071,0.7838341473,0.3439473745,0.2358741918,-0.3019108895,0.9671006238,1.010100844,1.045014263,0.9075921668,1.235755056,0.9865703149,1.177132714,1.099270878,-0.6967941525,0.5968496911
0.9542601044,1.365368136,1.370190668,0.7753441236,1.026733035,0.598906864,1.174449803,0.6355382235,0.5133381198,1.438991348,0.7754250037,0.4668141303,0.2630489867,-0.2674009679,0.9713575333,1.025881445,1.06168212,1.019880884,1.242333864,0.9990951295,1.177163198,1.096738635,-0.6705334105,1.04419621
0.9542601044,1.178106295,1.18322483,0.5603909555,0.9945281137,0.5186318587,1.347178976,0.739243204,-0.2337566278,1.595525553,0.2595675357,0.2739941975,0.2555875564,-0.2618517263,0.9665491905,1.030489178,1.107310904,1.192139604,1.250970877,0.9955824205,1.188612647,1.053910836,-0.3361368063,0.582363624
0.9542601044,1.068504535,0.9587131745,0.3230033784,1.107728322,0.7427399619,1.118943586,1.28782706,0.6961886478,1.455549313,0.6865838645,0.2750960467,0.2324202999,-0.2662147435,0.9575868627,1.030478114,1.138947674,1.268137523,1.264816472,0.9988468986,1.207706075,0.8912998627,-0.2086749774,0.6575694831
1.080333708,0.968956924,0.8538369652,0.6144943527,1.374355058,1.435944927,1.562731668,0.7572836441,0.5841573158,1.432250585,0.5928483489,0.4689692882,0.2401711704,-0.2437740973,0.957669655,1.033137954,1.155097065,1.203743763,1.27548052,0.9911333436,1.207715117,0.9667537947,-0.5634223701,0.9059318184
1.080333708,0.9857863935,0.9345359625,0.7524938001,1.327089128,1.462320961,1.283773603,0.4195733052,1.307030962,1.33491425,0.9752735783,0.8189528848,0.2582950213,-0.2176124671,0.9655491461,1.049127052,1.167093161,1.438080888,1.289640999,1.020462514,1.221238528,0.9803945476,-0.1461393755,0.6266600182
1.080333708,1.100185346,0.9899148013,0.7234876002,1.022215438,0.6999874673,1.166121821,1.386184489,0.2421275564,1.028510945,0.3716165538,0.4182958874,0.3013778878,-0.1899784965,0.9772197659,1.064014748,1.21340162,1.359665164,1.307423742,1.038845069,1.23870719,0.9679275051,-0.4121300327,0.6388217445
1.005847742,1.241188729,1.149178255,0.6768835919,1.320868047,1.063259007,1.351583397,1.388829103,0.8225025319,1.094621115,0.746624311,0.8824964502,0.3105127222,-0.1901022501,0.9915408358,1.070627935,1.223664254,1.179565418,1.308127561,1.011139493,1.235082693,1.083814355,-0.6066769631,0.919413836
1.005847742,1.318047533,1.237780686,0.7576747713,1.259136922,1.165015333,1.173037031,1.15829342,1.226565214,1.115825019,0.5820871335,0.6258742246,0.2811039507,-0.2242649761,1.028190404,1.078782013,1.197828925,1.272856485,1.313887122,1.053977992,1.238296283,1.133291764,-0.5452307763,0.8386053127
1.005847742,1.277606003,1.276239743,0.5394223712,1.134240449,0.4220245788,1.221046354,1.208123341,0.6549976873,1.050390056,-0.1467956705,0.666208671,0.1460691923,-0.349970504,1.035686401,1.0461835,1.182936819,1.280074464,1.34087427,1.156708192,1.269504722,1.127666381,-0.5094462433,1.311293232
0.9436262417,1.688171628,1.436523363,0.3460915443,0.9420698633,1.143729781,0.9247469772,1.438920813,0.6946997589,0.6255306249,0.1141615184,0.2465844108,0.1903245261,-0.3144892,1.008843373,1.055674378,1.183634501,1.136199825,1.3281308,1.043327488,1.244110171,1.23486198,-0.7506215576,1.525413967
0.9436262417,1.628561514,1.4761285,0.3460915443,0.6592882124,0.5141912906,0.9428363594,0.1876858134,0.1499074815,0.9093050239,0.7009457166,0.2314338903,0.22481186,-0.2868809906,1.012102624,1.085696045,1.200129554,1.193114151,1.326349117,1.054628286,1.246541566,1.26545216,-0.7437950037,0.7267129855
0.9436262417,1.545635297,1.423210688,0.4751887277,0.8874476916,0.6210395843,1.171123692,0.5609856287,0.1652388792,1.231596826,0.544637564,0.3665721063,0.2205443738,-0.3044783257,1.000262219,1.0873779,1.214030471,1.293760957,1.333956407,1.057699975,1.26052663,1.2596752,-0.651112138,0.5802373768
1.031190258,1.289444806,1.320728198,0.3924713737,1.101157459,0.6896215123,1.289745841,0.8293412959,0.497172621,1.261373968,0.7840206635,0.6370830339,0.2440625636,-0.2694129491,1.005900404,1.103059907,1.241722415,1.323860976,1.334167646,1.052313813,1.264457623,1.246907125,-0.6575601889,1.034900228
1.031190258,1.405898371,1.310172956,0.5950355459,1.248986702,0.9451504909,1.34351204,1.425873792,0.6459419039,1.326627319,0.8523783579,0.785223002,0.2351750903,-0.2500704495,1.0012634,1.10414487,1.267008785,1.321027935,1.337791673,1.039293802,1.272056119,1.230307278,-0.5212872461,0.6325928832
1.031190258,1.053823016,1.029266783,0.4307845429,0.9001883275,0.6383993784,1.120661338,0.9308842846,0.2275785619,1.171763748,0.4717550293,0.5365565149,0.2221538414,-0.2208357002,1.000378803,1.109476563,1.273625534,1.253228411,1.346024392,1.055339809,1.280809261,1.295711172,-0.7437950037,0.7771211024
1.149472616,1.068504535,0.9381972151,0.5389754667,1.111504016,1.418472884,1.282296577,0.870272527,0.5333366478,1.312951901,0.7791917374,0.7656750847,0.2286175527,-0.1782675669,1.002709309,1.111270271,1.280416068,1.210202472,1.348215508,1.042106978,1.282636676,1.353521628,-0.9389708798,1.018009741
1.149472616,1.093443587,0.9559853889,0.5919342393,0.9642315595,1.137470343,1.155819968,0.8856682485,0.3698523229,1.169572541,0.8025700341,0.7589074924,0.2499618213,-0.140494435,1.013114663,1.12631208,1.254226587,1.439959325,1.354784683,1.05569584,1.291118069,1.316919561,-0.6836108359,0.7877622049
1.149472616,1.225084296,1.087828106,0.4448648698,1.264384418,1.281486554,1.26925665,0.8786789648,1.113402771,1.085637379,0.6068243691,0.6697444913,0.2984056799,-0.09977746593,1.025018604,1.141499684,1.26431578,1.455109692,1.372071866,1.089281611,1.306798697,1.354490972,-0.6901891508,0.6442467168
1.091027598,1.412449046,1.300806177,0.6742599762,1.21104382,1.379855463,1.379963555,1.295990609,0.4413693982,1.145346269,0.9550801708,0.8683694545,0.3095510669,-0.0849180444,1.043350986,1.145727996,1.275098634,1.359786463,1.375954086,1.071912462,1.310806714,1.400211949,-0.7369969533,0.959544593
1.091027598,1.557950678,1.445107688,0.5701819447,0.9465173614,0.8635404191,1.069657228,1.110062423,0.492426252,1.039887864,0.4156610679,0.7516254575,0.279604163,-0.1033794461,1.086996019,1.155966575,1.274924169,1.489618202,1.383508546,1.145127419,1.325000642,1.410208225,-0.7437950037,0.8915537676
1.091027598,1.494058942,1.424387592,0.2844879213,1.087564835,0.6121377343,1.325810666,0.8321802546,0.3235218752,0.8215428047,-0.2380462177,0.9617088944,0.1587939163,-0.2139594687,1.09419951,1.125449617,1.303131162,1.375865496,1.412359838,1.260473149,1.356765663,1.50282465,-0.9236831553,1.315729148
0.9293530727,1.721570986,1.415353451,0.3002940163,0.4062659214,1.300584086,0.6918229592,0.9250930462,-0.2899555537,0.2104016148,0.02810286116,0.1622379891,0.2212072755,-0.1531514093,1.07066364,1.132631775,1.305571832,1.515636605,1.398128013,1.14017816,1.333785195,1.47772017,-0.8420741013,1.65178548
0.9293530727,1.555743085,1.406293436,0.4198618415,0.5832606014,0.7843007583,0.925810921,0.3072959375,-0.1089181297,0.7225406819,0.1710534373,0.2622990165,0.2594356919,-0.106158979,1.072754697,1.161753302,1.293316999,1.642622325,1.39621332,1.155786922,1.33756526,1.36246445,-0.6575601889,0.5985545385
0.9293530727,1.579644668,1.325587994,0.5706266258,1.128920187,1.032486108,1.357759458,1.251719244,0.1913568613,1.394849111,0.007029630836,-0.2762010338,0.2255613113,-0.134911234,1.045956835,1.139206082,1.323411204,1.993819101,1.417325472,1.228516626,1.393262683,0.8974043174,0.04929317436,0.4773555384
0.4277133372,1.536135408,0.6894527953,-0.3359683387,0.9939048566,0.5230648631,1.486680181,0.6815644771,-0.7928406726,1.61955822,-10.50251086,-3.095412715,-0.009121897766,-0.2861604201,0.9507368021,1.053367436,1.315542986,2.098187009,1.463458573,1.321414166,1.451376151,1.025149375,0.1818652971,0.09936826198
0.4277133372,1.374631608,0.3902313254,-0.2975368318,1.233876022,1.003187169,1.626922413,1.45026592,-0.604408839,1.584058532,-3.358534889,-2.808546637,-0.1269281297,-0.3293934921,0.9133779616,1.018902842,1.347522363,2.097873761,1.516562345,1.399637434,1.495374825,1.132737008,0.06180128228,-0.4510952653
0.4277133372,1.234686427,0.2772830888,-0.1591067424,1.201470823,0.2796810496,1.509042888,1.582357848,-0.2545332512,1.476957721,-1.483883712,-0.8222524332,-0.130088846,-0.2895760374,0.9063284788,1.008062913,1.394849838,2.120014547,1.545978499,1.446832997,1.520118595,1.242600391,0.01118174278,-0.1787790846
0.9415943433,1.339446189,0.4548351071,0.477897141,1.458575256,0.5134504587,1.665223183,1.620923265,0.2164094644,1.573283041,-0.2360914528,-0.1079517591,-0.158627363,-0.2050927749,0.9323330428,1.077230043,1.446416819,2.031317964,1.584232095,1.489995087,1.555891269,1.346536458,-0.1988963852,0.5589949665
0.9415943433,1.388814975,0.6224434711,0.765869212,1.102353399,0.4798928577,1.341037835,1.525625716,-0.005610473256,1.373339396,0.2346467866,0.02239030163,-0.04512072745,-0.09122729678,0.9530200086,1.086594509,1.510472692,2.113175581,1.600564319,1.518688456,1.566839612,1.300680882,-0.2737088124,0.8306010877
0.9415943433,1.514835116,0.8222058433,0.8237858785,1.106136912,0.7589720873,1.330574947,1.242944933,0.1835431257,1.366886335,0.3417402142,0.3482989562,0.09274218554,0.01058178642,0.9826130776,1.105415831,1.610808913,2.085580493,1.618829557,1.560701417,1.590267527,1.23634784,-0.1556052783,0.7159966144
1.031024007,1.774720646,1.103060476,1.015958293,0.9795284943,0.7941308008,1.10894493,1.812444589,0.1778883559,1.230194428,0.5038079621,0.4391335483,0.1945300118,0.08763877205,1.030854354,1.141646422,1.681746011,2.185294048,1.629313121,1.589104989,1.603825892,1.227309757,-0.2788206869,1.327071713
1.031024007,1.681762762,1.023038893,0.8323207126,0.9530688233,1.113016647,1.11644964,1.246206647,0.3172672715,1.234823012,0.5203614212,0.5577223531,0.251506661,0.1244937796,1.104059693,1.181291697,1.754524681,2.093797858,1.633062482,1.598545227,1.611653882,1.420477359,-0.5153559802,1.153857292
1.031024007,1.838908953,1.176444767,0.796824802,1.072691555,1.789372124,1.072665457,1.473544537,0.8045449304,1.207818802,0.2269326237,0.7694654627,0.2003095405,0.02136455331,1.126899092,1.170238634,1.770155451,1.968557187,1.659560119,1.668915278,1.631758423,1.536838059,-0.6066769631,1.514567847
0.9791316985,1.925083987,1.182378117,0.8109617587,0.3451034449,1.311239621,0.6872432377,0.6972595127,-0.353256951,0.9701068767,0.128388667,-0.1585609411,0.3070633881,0.1154074617,1.131225979,1.188716573,1.828146813,2.066025765,1.639948287,1.615001519,1.60200687,1.492660852,-0.4401536282,1.773827807
0.9791316985,1.693961071,1.167949202,0.695218162,0.4440303095,1.148087933,0.7564532337,0.8059706199,-0.2456129787,1.012792639,0.09000007292,-0.2166341906,0.4118678967,0.2087849005,1.158151647,1.227812566,1.884449842,2.093215028,1.634756595,1.590722213,1.59730097,1.434132633,-0.3791262531,0.8909150696
0.9791316985,1.810346904,1.367795724,1.250054978,1.435190529,1.575473646,1.608355084,1.402499666,0.4248469652,1.538209232,0.1277320738,0.1065785399,0.4571946975,0.2587366499,1.164062618,1.249340954,1.945476095,2.194041818,1.632611768,1.586628801,1.610774113,1.510365177,-0.4288862427,1.101906043